Date,Year,Type,Region,SeasonallyAdjusted_AveragePrice,AveragePrice,Total Volume,Small Hass,Large Hass,XL Hass,Small Bags,Large Bags,XLarge Bags,Total Bags
2015-01-25,2015,organic,Sacramento,1.47,1.44,9707.59,4291.23,4741.77,0.0,674.59,0.0,0.0,674.59
2015-01-18,2015,organic,Sacramento,1.15,1.13,37233.34,15363.18,20986.36,0.0,883.8,0.0,0.0,883.8
2015-01-11,2015,organic,Sacramento,1.29,1.27,7598.26,4243.14,3033.84,0.0,321.28,0.0,0.0,321.28
2015-01-04,2015,organic,Sacramento,1.35,1.33,9213.49,3727.52,4327.52,0.0,1158.45,0.0,0.0,1158.45
2015-01-25,2015,organic,SanDiego,1.28,1.26,11132.08,9245.07,470.05,0.0,1416.96,0.0,0.0,1416.96
2015-01-18,2015,organic,SanDiego,1.31,1.29,14473.73,12300.47,580.15,0.0,1593.11,0.0,0.0,1593.11
2015-01-11,2015,organic,SanDiego,1.07,1.05,20089.52,18294.44,767.68,1.44,1025.96,0.0,0.0,1025.96
2015-01-04,2015,organic,SanDiego,1.25,1.23,19089.36,17522.46,735.22,2.87,828.81,0.0,0.0,828.81
2015-01-25,2015,organic,SanFrancisco,1.36,1.34,27146.81,17038.27,9879.87,0.0,228.67,0.0,0.0,228.67
2015-01-18,2015,organic,SanFrancisco,1.29,1.27,41482.48,26336.41,14789.4,0.0,356.67,0.0,0.0,356.67
2015-01-11,2015,organic,SanFrancisco,1.14,1.12,29676.78,17907.49,11586.46,0.0,182.83,0.0,0.0,182.83
2015-01-04,2015,organic,SanFrancisco,1.2,1.18,22630.58,13175.57,9028.34,0.0,426.67,0.0,0.0,426.67
2015-01-25,2015,organic,Seattle,1.73,1.7,29354.75,6876.29,17363.12,7.33,453.33,4654.68,0.0,5108.01
2015-01-18,2015,organic,Seattle,1.48,1.45,44616.23,6222.73,30224.67,7.34,216.67,7944.82,0.0,8161.49
2015-01-11,2015,organic,Seattle,1.49,1.46,46687.01,8691.73,33361.78,13.48,223.33,4396.69,0.0,4620.02
2015-01-04,2015,organic,Seattle,1.52,1.49,33795.91,6821.76,20720.77,1.23,452.73,5799.42,0.0,6252.15
2015-01-25,2015,organic,SouthCarolina,2.05,2.01,2865.92,776.54,621.95,450.46,970.0,46.97,0.0,1016.97
2015-01-18,2015,organic,SouthCarolina,1.96,1.93,3024.32,686.69,656.63,310.28,1346.0,24.72,0.0,1370.72
2015-01-11,2015,organic,SouthCarolina,2.1,2.06,2304.3,474.97,793.53,357.87,674.61,3.32,0.0,677.93
2015-01-04,2015,organic,SouthCarolina,1.89,1.86,3351.76,355.79,754.78,439.19,1768.67,33.33,0.0,1802.0
2015-01-25,2015,organic,SouthCentral,1.39,1.37,58961.59,34211.11,8792.21,0.0,15613.33,344.94,0.0,15958.27
2015-01-18,2015,organic,SouthCentral,1.29,1.27,65242.77,32913.28,6344.03,0.0,25780.0,205.46,0.0,25985.46
2015-01-11,2015,organic,SouthCentral,1.41,1.39,53328.53,27767.97,8596.61,0.0,16873.34,90.61,0.0,16963.95
2015-01-04,2015,organic,SouthCentral,1.37,1.35,53494.91,24139.72,8586.46,0.0,20622.28,146.45,0.0,20768.73
2015-01-25,2015,organic,Southeast,1.84,1.81,23809.3,9855.11,3187.02,612.99,9640.0,514.18,0.0,10154.18
2015-01-18,2015,organic,Southeast,1.82,1.79,25740.0,10781.05,3489.26,498.66,10657.51,313.52,0.0,10971.03
2015-01-11,2015,organic,Southeast,1.86,1.83,23690.65,10166.46,4678.19,524.42,8164.48,157.1,0.0,8321.58
2015-01-04,2015,organic,Southeast,1.78,1.75,27365.89,9307.34,3844.81,615.28,13061.1,537.36,0.0,13598.46
2015-01-25,2015,organic,Spokane,1.69,1.66,3313.55,611.87,2325.24,3.65,226.67,146.12,0.0,372.79
2015-01-18,2015,organic,Spokane,1.47,1.44,4363.13,582.64,3132.56,0.0,146.67,501.26,0.0,647.93
2015-01-11,2015,organic,Spokane,1.4,1.38,4780.87,1159.37,3192.62,1.83,140.0,287.05,0.0,427.05
2015-01-04,2015,organic,Spokane,1.32,1.3,5782.7,723.29,4221.15,0.0,223.33,614.93,0.0,838.26
2015-01-25,2015,organic,StLouis,1.96,1.93,4131.86,1526.97,2031.56,0.0,573.33,0.0,0.0,573.33
2015-01-18,2015,organic,StLouis,1.95,1.92,2923.4,2410.28,213.12,0.0,300.0,0.0,0.0,300.0
2015-01-11,2015,organic,StLouis,1.87,1.84,3762.18,1908.7,1590.15,0.0,263.33,0.0,0.0,263.33
2015-01-04,2015,organic,StLouis,1.83,1.8,3597.07,1552.48,1521.26,0.0,523.33,0.0,0.0,523.33
2015-01-25,2015,organic,Syracuse,1.8,1.77,845.05,1.24,130.95,0.0,712.86,0.0,0.0,712.86
2015-01-18,2015,organic,Syracuse,1.87,1.84,627.8,0.0,151.46,0.0,476.34,0.0,0.0,476.34
2015-01-11,2015,organic,Syracuse,1.69,1.66,762.15,1.24,195.51,0.0,565.4,0.0,0.0,565.4
2015-01-04,2015,organic,Syracuse,1.75,1.72,593.39,0.0,102.71,0.0,490.68,0.0,0.0,490.68
2015-01-25,2015,organic,Tampa,1.78,1.75,1460.04,715.42,17.95,0.0,726.67,0.0,0.0,726.67
2015-01-18,2015,organic,Tampa,1.76,1.73,1751.2,810.58,23.95,0.0,916.67,0.0,0.0,916.67
2015-01-11,2015,organic,Tampa,1.87,1.84,1258.62,814.13,44.49,0.0,400.0,0.0,0.0,400.0
2015-01-04,2015,organic,Tampa,1.73,1.7,1885.48,748.62,30.19,0.0,1106.67,0.0,0.0,1106.67
2015-01-25,2015,organic,TotalUS,1.56,1.53,556368.86,207494.87,212312.02,4753.87,95964.83,35843.27,0.0,131808.1
2015-01-18,2015,organic,TotalUS,1.45,1.42,713120.0,254319.58,311811.01,4020.85,101850.23,41118.33,0.0,142968.56
2015-01-11,2015,organic,TotalUS,1.45,1.42,669528.88,270966.74,260971.6,3830.42,106844.49,26915.63,0.0,133760.12
2015-01-04,2015,organic,TotalUS,1.49,1.46,612910.15,233286.13,216611.2,4370.99,115068.71,43573.12,0.0,158641.83
2015-01-25,2015,organic,West,1.55,1.52,166494.38,61454.35,68624.86,749.3,9756.03,25909.84,0.0,35665.87
2015-01-18,2015,organic,West,1.35,1.33,251749.94,64328.76,147608.3,69.05,7442.17,32301.66,0.0,39743.83
2015-01-11,2015,organic,West,1.41,1.39,223156.55,80139.16,111395.01,63.88,9296.76,22261.74,0.0,31558.5
2015-01-04,2015,organic,West,1.42,1.4,187548.3,70313.71,72942.11,24.3,10023.72,34244.46,0.0,44268.18
2015-01-25,2015,organic,WestTexNewMexico,1.66,1.63,7324.06,1934.46,3032.72,0.0,2320.0,36.88,0.0,2356.88
2015-01-18,2015,organic,WestTexNewMexico,1.74,1.71,5508.2,1793.64,2078.72,0.0,1620.0,15.84,0.0,1635.84
2015-01-11,2015,organic,WestTexNewMexico,1.72,1.69,6861.73,1822.28,2377.54,0.0,2656.66,5.25,0.0,2661.91
2015-01-04,2015,organic,WestTexNewMexico,1.67,1.64,6182.81,1561.3,2958.17,0.0,1663.34,0.0,0.0,1663.34
2016-12-25,2016,conventional,Albany,1.53,1.52,73341.73,3202.39,58280.33,426.92,11017.32,411.83,2.94,11432.09
2016-12-18,2016,conventional,Albany,1.54,1.53,68938.53,3345.36,55949.79,138.72,8876.65,587.73,40.28,9504.66
2016-12-11,2016,conventional,Albany,1.5,1.49,71777.85,2323.39,56545.79,86.65,12176.75,645.27,0.0,12822.02
2016-12-04,2016,conventional,Albany,1.49,1.48,113031.96,6530.78,99746.05,50.84,6476.12,228.17,0.0,6704.29
2016-12-25,2016,conventional,Atlanta,0.91,0.91,502787.29,205855.78,86015.43,184.62,118884.36,91847.1,0.0,210731.46
2016-12-18,2016,conventional,Atlanta,0.94,0.94,463483.07,191753.03,80565.05,283.15,114872.09,76009.75,0.0,190881.84
2016-12-11,2016,conventional,Atlanta,1.06,1.06,422026.71,186343.72,56200.04,171.64,112574.78,66736.53,0.0,179311.31
2016-12-04,2016,conventional,Atlanta,1.03,1.03,475815.02,210602.15,93414.72,207.15,67806.59,103784.41,0.0,171591.0
2016-12-25,2016,conventional,BaltimoreWashington,1.48,1.47,550947.61,50818.61,344699.92,8529.79,142957.45,2629.52,1312.32,146899.29
2016-12-18,2016,conventional,BaltimoreWashington,1.21,1.21,691008.74,57866.09,487109.62,8751.94,133753.32,2845.65,682.12,137281.09
2016-12-11,2016,conventional,BaltimoreWashington,1.36,1.35,599161.08,49240.17,375437.86,9977.23,153476.96,11028.86,0.0,164505.82
2016-12-04,2016,conventional,BaltimoreWashington,1.42,1.41,566956.23,52095.95,345132.36,10049.72,157703.86,1738.23,236.11,159678.2
2016-12-25,2016,conventional,Boise,1.03,1.03,71168.92,27464.22,2892.64,6681.19,33449.4,662.22,19.25,34130.87
2016-12-18,2016,conventional,Boise,1.02,1.02,64421.58,28725.38,2337.22,5562.76,27464.12,327.28,4.82,27796.22
2016-12-11,2016,conventional,Boise,0.8,0.8,98346.8,30311.25,10382.62,4088.1,53190.59,319.56,54.68,53564.83
2016-12-04,2016,conventional,Boise,1.01,1.01,72471.63,34194.72,2996.3,3771.85,31278.13,217.75,12.88,31508.76
2016-12-25,2016,conventional,Boston,1.29,1.28,447600.75,4349.63,346516.32,4183.69,91481.59,1069.52,0.0,92551.11
2016-12-18,2016,conventional,Boston,1.09,1.09,579577.33,6123.84,488107.01,7765.43,76135.49,1445.56,0.0,77581.05
2016-12-11,2016,conventional,Boston,1.23,1.22,510800.58,3711.2,409645.98,5052.84,90449.44,1634.18,306.94,92390.56
2016-12-04,2016,conventional,Boston,1.27,1.26,473428.36,4371.95,393748.18,3449.16,71377.77,307.69,173.61,71859.07
2016-12-25,2016,conventional,BuffaloRochester,1.42,1.41,103035.45,1197.33,64434.59,42.09,35701.24,1660.2,0.0,37361.44
2016-12-18,2016,conventional,BuffaloRochester,1.37,1.36,85340.08,1276.16,52115.34,60.37,29696.94,2191.27,0.0,31888.21
2016-12-11,2016,conventional,BuffaloRochester,1.48,1.47,89037.86,967.77,62963.23,54.34,23315.81,1736.71,0.0,25052.52
2016-12-04,2016,conventional,BuffaloRochester,1.67,1.66,72203.16,960.31,54243.42,22.85,15683.05,1256.03,37.5,16976.58
2016-12-25,2016,conventional,California,0.94,0.94,5414937.46,1579234.89,2192460.84,99997.75,1405419.8,99069.58,38754.6,1543243.98
2016-12-18,2016,conventional,California,0.95,0.95,4922621.54,1575318.71,1774200.38,90983.73,1313839.11,135367.97,32911.64,1482118.72
2016-12-11,2016,conventional,California,0.9,0.9,5526646.12,1638639.18,2137290.51,96836.26,1451475.99,177399.8,25004.38,1653880.17
2016-12-04,2016,conventional,California,0.98,0.98,5062952.53,1916640.11,1449671.84,86152.75,1553052.29,27829.79,29605.75,1610487.83
2016-12-25,2016,conventional,Charlotte,1.26,1.25,155793.03,36125.58,50792.48,7324.64,51247.91,10232.98,69.44,61550.33
2016-12-18,2016,conventional,Charlotte,1.25,1.24,144634.01,35761.88,46276.63,7942.68,44604.56,10048.26,0.0,54652.82
2016-12-11,2016,conventional,Charlotte,1.34,1.33,145815.04,43744.87,40971.14,8696.54,46293.11,6109.38,0.0,52402.49
2016-12-04,2016,conventional,Charlotte,1.35,1.34,154742.81,39221.82,46285.9,9451.98,48016.74,11766.37,0.0,59783.11
2016-12-25,2016,conventional,Chicago,1.23,1.22,616653.72,67145.99,352087.3,110167.01,81570.81,955.34,4727.27,87253.42
2016-12-18,2016,conventional,Chicago,1.18,1.18,631117.18,92760.23,363657.94,101491.49,65277.81,1065.6,6864.11,73207.52
2016-12-11,2016,conventional,Chicago,1.09,1.09,734954.21,84616.3,449932.23,103932.55,87751.52,1102.23,7619.38,96473.13
2016-12-04,2016,conventional,Chicago,1.28,1.27,624751.15,90157.63,372929.38,94496.12,64475.13,621.47,2071.42,67168.02
2016-12-25,2016,conventional,CincinnatiDayton,0.82,0.82,276387.95,2168.67,102227.29,970.48,26984.7,144036.81,0.0,171021.51
2016-12-18,2016,conventional,CincinnatiDayton,0.99,0.99,216881.3,2279.61,100542.31,1472.39,23082.87,89485.68,18.44,112586.99
2016-12-11,2016,conventional,CincinnatiDayton,0.77,0.77,268166.21,2474.73,101664.01,753.56,21944.83,141290.54,38.54,163273.91
2016-12-04,2016,conventional,CincinnatiDayton,0.7,0.7,356617.38,2443.73,132792.54,2845.22,24193.8,194318.91,23.18,218535.89
2016-12-25,2016,conventional,Columbus,1.07,1.07,136733.12,54284.13,24334.73,1538.2,55083.7,1459.35,33.01,56576.06
2016-12-18,2016,conventional,Columbus,1.06,1.06,131322.27,55604.5,31791.33,2522.96,38839.35,2461.41,102.72,41403.48
2016-12-11,2016,conventional,Columbus,0.98,0.98,144354.95,79158.83,19836.1,1302.46,41890.61,2155.38,11.57,44057.56
2016-12-04,2016,conventional,Columbus,0.84,0.84,237639.3,108397.57,42477.66,5532.03,76008.08,5158.75,65.21,81232.04
2016-12-25,2016,conventional,DallasFtWorth,0.76,0.76,1199636.75,503168.52,313572.54,3069.14,374905.48,2661.1,2259.97,379826.55
2016-12-18,2016,conventional,DallasFtWorth,0.69,0.69,1148251.0,571587.33,250532.87,2578.35,315924.68,2246.16,5381.61,323552.45
2016-12-11,2016,conventional,DallasFtWorth,0.69,0.69,1121306.38,643580.23,188669.07,3182.11,279258.26,2393.13,4223.58,285874.97
2016-12-04,2016,conventional,DallasFtWorth,0.69,0.69,1245471.58,714899.71,187180.3,3035.64,333769.95,2664.83,3921.15,340355.93
2016-12-25,2016,conventional,Denver,1.04,1.04,765511.4,123942.37,206365.38,15600.07,267985.33,151602.51,15.74,419603.58
2016-12-18,2016,conventional,Denver,1.04,1.04,705750.83,116069.9,232182.6,10972.28,246935.09,99582.36,8.6,346526.05
2016-12-11,2016,conventional,Denver,0.95,0.95,764135.24,110202.78,219903.74,11427.65,303762.84,118838.23,0.0,422601.07
2016-12-04,2016,conventional,Denver,0.91,0.91,855989.02,129940.92,277374.59,11512.69,141279.5,295881.32,0.0,437160.82
2016-12-25,2016,conventional,Detroit,1.06,1.06,319957.45,89825.0,59758.69,7121.96,161040.94,2191.64,19.22,163251.8
2016-12-18,2016,conventional,Detroit,1.05,1.05,298755.3,82536.6,85859.26,10805.16,117398.2,2071.85,84.23,119554.28
2016-12-11,2016,conventional,Detroit,0.95,0.95,333109.65,135589.71,44003.6,5245.09,145974.91,2039.21,257.13,148271.25
2016-12-04,2016,conventional,Detroit,0.81,0.81,545216.52,156549.99,173437.9,22752.47,188722.8,3634.98,118.38,192476.16
2016-12-25,2016,conventional,GrandRapids,1.34,1.33,149348.88,1345.56,91323.33,3768.64,47453.6,5227.71,230.04,52911.35
2016-12-18,2016,conventional,GrandRapids,1.14,1.14,161136.65,908.23,109288.75,4631.16,42335.09,3947.09,26.33,46308.51
2016-12-11,2016,conventional,GrandRapids,1.2,1.2,128166.44,1044.89,60598.79,2268.01,58703.61,5538.87,12.27,64254.75
2016-12-04,2016,conventional,GrandRapids,0.92,0.92,263904.24,1092.97,189101.7,9125.63,61980.87,2547.12,55.95,64583.94
2016-12-25,2016,conventional,GreatLakes,1.11,1.11,2954314.99,446144.28,1256639.93,146507.02,789983.43,306951.98,8088.35,1105023.76
2016-12-18,2016,conventional,GreatLakes,1.11,1.11,2791515.27,466186.32,1327455.76,146478.91,629888.17,211183.0,10323.11,851394.28
2016-12-11,2016,conventional,GreatLakes,1.03,1.03,3048518.15,593674.17,1251696.43,134247.97,767092.05,290596.83,11210.7,1068899.58
2016-12-04,2016,conventional,GreatLakes,0.97,0.97,3854099.9,674158.39,1769353.76,179768.34,854171.9,371804.35,4843.16,1230819.41
2016-12-25,2016,conventional,HarrisburgScranton,1.46,1.45,186180.0,28999.77,97383.52,1529.57,55674.38,2560.92,31.84,58267.14
2016-12-18,2016,conventional,HarrisburgScranton,1.21,1.21,210917.45,25826.37,133480.1,208.63,50217.77,1184.58,0.0,51402.35
2016-12-11,2016,conventional,HarrisburgScranton,1.27,1.26,202600.72,27491.67,115422.37,112.85,57170.42,2403.41,0.0,59573.83
2016-12-04,2016,conventional,HarrisburgScranton,1.41,1.4,172416.11,27161.44,93528.53,71.39,50780.22,800.92,73.61,51654.75
2016-12-25,2016,conventional,HartfordSpringfield,1.5,1.49,238100.22,2977.57,178949.08,7914.45,47076.21,865.63,317.28,48259.12
2016-12-18,2016,conventional,HartfordSpringfield,1.23,1.22,304051.46,4769.87,256345.63,995.37,41573.47,224.83,142.29,41940.59
2016-12-11,2016,conventional,HartfordSpringfield,1.43,1.42,245721.9,3321.92,186954.78,2350.45,51964.82,839.65,290.28,53094.75
2016-12-04,2016,conventional,HartfordSpringfield,1.55,1.54,207482.67,3426.07,160247.2,591.16,42957.73,124.81,135.7,43218.24
2016-12-25,2016,conventional,Houston,0.72,0.72,1126850.62,571303.56,238201.66,3257.69,144114.79,169972.92,0.0,314087.71
2016-12-18,2016,conventional,Houston,0.63,0.63,1212933.22,576578.21,258779.48,2885.86,155393.61,219296.06,0.0,374689.67
2016-12-11,2016,conventional,Houston,0.73,0.73,1015973.91,413907.52,275659.29,3480.07,70239.25,252687.78,0.0,322927.03
2016-12-04,2016,conventional,Houston,0.71,0.71,1130895.62,592360.27,274633.9,4508.75,64285.15,195107.55,0.0,259392.7
2016-12-25,2016,conventional,Indianapolis,1.13,1.13,135848.61,9560.82,59100.87,1962.89,39632.2,25547.03,44.8,65224.03
2016-12-18,2016,conventional,Indianapolis,1.19,1.19,122035.89,9114.0,56820.04,1973.93,33414.95,20669.06,43.91,54127.92
2016-12-11,2016,conventional,Indianapolis,1.17,1.17,133480.18,10029.3,61398.63,2771.39,38874.39,20249.59,156.88,59280.86
2016-12-04,2016,conventional,Indianapolis,1.18,1.18,144732.39,9441.16,70441.52,5143.87,34658.44,24180.2,867.2,59705.84
2016-12-25,2016,conventional,Jacksonville,0.81,0.81,187804.02,70779.81,31213.64,208.24,30893.35,54708.98,0.0,85602.33
2016-12-18,2016,conventional,Jacksonville,0.84,0.84,162502.3,49886.69,27329.12,104.17,26270.21,58844.05,68.06,85182.32
2016-12-11,2016,conventional,Jacksonville,1.17,1.17,116052.47,33585.82,18098.36,126.93,27971.11,36270.25,0.0,64241.36
2016-12-04,2016,conventional,Jacksonville,0.89,0.89,206009.55,63726.26,35344.04,132.58,33108.76,73697.91,0.0,106806.67
2016-12-25,2016,conventional,LasVegas,0.82,0.82,292038.68,107317.8,43301.69,7606.75,54017.79,79794.65,0.0,133812.44
2016-12-18,2016,conventional,LasVegas,0.81,0.81,297506.24,88443.43,49295.62,7072.79,58263.7,94430.7,0.0,152694.4
2016-12-11,2016,conventional,LasVegas,0.83,0.83,339328.92,83682.89,55352.63,6832.2,68316.82,125144.38,0.0,193461.2
2016-12-04,2016,conventional,LasVegas,0.91,0.91,315048.8,93963.93,56502.76,5327.06,49383.72,109472.72,398.61,159255.05
2016-12-25,2016,conventional,LosAngeles,0.84,0.84,2641775.31,794840.17,669585.49,65359.34,1032762.48,49937.35,29290.48,1111990.31
2016-12-18,2016,conventional,LosAngeles,0.84,0.84,2377799.62,767981.95,513487.28,56245.11,961115.47,55112.27,23857.54,1040085.28
2016-12-11,2016,conventional,LosAngeles,0.75,0.75,2793917.73,917098.69,631013.13,59599.98,1086150.77,80411.66,19643.5,1186205.93
2016-12-04,2016,conventional,LosAngeles,0.78,0.78,2780629.1,1076282.76,476162.95,53729.91,1135570.69,17964.53,20918.26,1174453.48
2016-12-25,2016,conventional,Louisville,1.01,1.01,81833.86,1337.84,35234.67,179.74,16333.36,28748.25,0.0,45081.61
2016-12-18,2016,conventional,Louisville,1.1,1.1,67720.14,1247.68,33646.11,433.53,13133.96,19258.86,0.0,32392.82
2016-12-11,2016,conventional,Louisville,0.79,0.79,105228.6,1367.94,44377.9,142.37,11915.91,47411.82,12.66,59340.39
2016-12-04,2016,conventional,Louisville,0.83,0.83,127200.91,1234.09,60677.07,664.79,11670.33,52954.63,0.0,64624.96
2016-12-25,2016,conventional,MiamiFtLauderdale,0.97,0.97,648358.72,257456.07,148591.65,827.53,87168.19,154236.11,79.17,241483.47
2016-12-18,2016,conventional,MiamiFtLauderdale,0.97,0.97,662655.37,237194.3,158602.19,3459.99,81459.0,181796.83,143.06,263398.89
2016-12-11,2016,conventional,MiamiFtLauderdale,1.4,1.39,446139.65,177620.99,97259.69,159.53,67684.21,103274.95,140.28,171099.44
2016-12-04,2016,conventional,MiamiFtLauderdale,0.98,0.98,728191.35,267955.8,173005.48,50.7,89646.48,197097.05,435.84,287179.37
2016-12-25,2016,conventional,Midsouth,1.24,1.23,2180512.1,461611.36,873785.28,33980.02,680183.89,126818.99,4132.56,811135.44
2016-12-18,2016,conventional,Midsouth,1.16,1.16,2242221.26,491941.19,999958.67,36485.49,611023.76,98743.78,4068.37,713835.91
2016-12-11,2016,conventional,Midsouth,1.15,1.15,2339977.39,574106.6,862587.29,39178.61,700661.19,158716.0,4727.7,864104.89
2016-12-04,2016,conventional,Midsouth,1.2,1.2,2359837.16,605907.37,873734.56,41579.46,629436.34,206025.98,3153.45,838615.77
2016-12-25,2016,conventional,Nashville,0.93,0.93,166486.05,63236.61,18070.01,66.44,67429.01,16683.98,1000.0,85112.99
2016-12-18,2016,conventional,Nashville,0.92,0.92,158024.16,66411.85,16272.07,104.08,57450.73,16375.43,1410.0,75236.16
2016-12-11,2016,conventional,Nashville,0.9,0.9,193711.04,84856.17,12359.04,158.44,83236.32,10921.07,2180.0,96337.39
2016-12-04,2016,conventional,Nashville,0.96,0.96,189526.37,82751.98,20042.35,853.8,60604.33,23948.91,1325.0,85878.24
2016-12-25,2016,conventional,NewOrleansMobile,0.94,0.94,225497.02,117054.55,23166.27,258.6,59964.43,19594.84,5458.33,85017.6
2016-12-18,2016,conventional,NewOrleansMobile,1.08,1.08,183103.22,83700.37,21081.99,430.0,51001.13,17159.73,9730.0,77890.86
2016-12-11,2016,conventional,NewOrleansMobile,1.21,1.21,177582.49,89506.41,18892.4,205.0,53845.72,11187.68,3945.28,68978.68
2016-12-04,2016,conventional,NewOrleansMobile,1.05,1.05,253241.58,143482.91,24486.13,120.0,62849.94,19437.6,2865.0,85152.54
2016-12-25,2016,conventional,NewYork,1.37,1.36,1087984.9,11329.85,713042.43,84414.47,241335.64,36654.59,1207.92,279198.15
2016-12-18,2016,conventional,NewYork,1.27,1.26,1241381.71,14178.17,954802.6,15428.57,215851.19,39174.98,1946.2,256972.37
2016-12-11,2016,conventional,NewYork,1.33,1.32,1163696.14,10994.77,793989.54,5247.11,247566.16,104392.33,1506.23,353464.72
2016-12-04,2016,conventional,NewYork,1.53,1.52,960475.67,13893.11,696042.02,2350.43,214068.14,33668.33,453.64,248190.11
2016-12-25,2016,conventional,Northeast,1.37,1.36,3216470.61,109608.75,2191723.95,117488.47,742542.5,53297.99,1808.95,797649.44
2016-12-18,2016,conventional,Northeast,1.23,1.22,3686005.68,140720.26,2795230.71,36711.66,651338.34,59782.7,2222.01,713343.05
2016-12-11,2016,conventional,Northeast,1.33,1.32,3381321.05,102683.58,2390081.54,19968.52,733966.4,132518.0,2103.01,868587.41
2016-12-04,2016,conventional,Northeast,1.41,1.4,3222663.98,130456.71,2427295.83,12275.54,606208.58,45127.69,1299.63,652635.9
2016-12-25,2016,conventional,NorthernNewEngland,1.25,1.24,325634.21,12140.61,257987.85,2878.28,52623.03,4.44,0.0,52627.47
2016-12-18,2016,conventional,NorthernNewEngland,1.19,1.19,357508.29,14139.27,293062.77,5316.67,44559.31,396.94,33.33,44989.58
2016-12-11,2016,conventional,NorthernNewEngland,1.3,1.29,310425.3,9683.11,246740.16,3080.85,50026.48,894.7,0.0,50921.18
2016-12-04,2016,conventional,NorthernNewEngland,1.12,1.12,440990.34,24617.32,378804.18,2349.92,35218.92,0.0,0.0,35218.92
2016-12-25,2016,conventional,Orlando,0.94,0.94,359005.75,131616.46,81351.13,133.41,65955.63,79804.68,144.44,145904.75
2016-12-18,2016,conventional,Orlando,0.92,0.92,333093.29,113248.41,76982.86,118.25,63529.34,79119.99,94.44,142743.77
2016-12-11,2016,conventional,Orlando,1.23,1.22,247659.65,84080.08,48772.35,67.56,61197.81,53441.85,100.0,114739.66
2016-12-04,2016,conventional,Orlando,0.97,0.97,398859.76,129743.58,95284.48,114.33,65178.82,108538.55,0.0,173717.37
2016-12-25,2016,conventional,Philadelphia,1.44,1.43,329493.55,11217.72,202764.73,18780.24,91017.48,5380.08,333.3,96730.86
2016-12-18,2016,conventional,Philadelphia,1.39,1.38,336267.19,11534.6,231497.95,2123.6,84390.74,6638.08,82.22,91111.04
2016-12-11,2016,conventional,Philadelphia,1.38,1.37,356716.07,12147.43,231524.76,735.39,92567.31,19741.18,0.0,112308.49
2016-12-04,2016,conventional,Philadelphia,1.55,1.54,301329.5,12336.39,195612.1,845.53,86813.13,5539.85,182.5,92535.48
2016-12-25,2016,conventional,PhoenixTucson,0.64,0.64,1108953.48,595085.56,215902.65,17008.1,115069.75,165813.81,73.61,280957.17
2016-12-18,2016,conventional,PhoenixTucson,0.56,0.56,1236204.18,733772.13,203894.48,14396.29,135028.94,148667.9,444.44,284141.28
2016-12-11,2016,conventional,PhoenixTucson,0.67,0.67,1056806.44,508911.67,226307.94,14222.88,154962.56,152350.0,51.39,307363.95
2016-12-04,2016,conventional,PhoenixTucson,0.63,0.63,1164027.22,731182.01,187418.51,11915.51,117120.79,115108.46,1281.94,233511.19
2016-12-25,2016,conventional,Pittsburgh,1.27,1.26,80688.76,21519.08,23868.08,961.58,30455.29,3884.73,0.0,34340.02
2016-12-18,2016,conventional,Pittsburgh,1.02,1.02,123555.7,47067.52,38353.81,1974.86,27858.11,8301.4,0.0,36159.51
2016-12-11,2016,conventional,Pittsburgh,1.21,1.21,84144.99,22587.44,22461.37,1185.39,33381.5,4529.29,0.0,37910.79
2016-12-04,2016,conventional,Pittsburgh,1.28,1.27,80731.39,22112.25,22668.13,1314.12,30145.94,4345.12,145.83,34636.89
2016-12-25,2016,conventional,Plains,1.09,1.09,1449394.65,581226.62,446633.64,4267.77,384954.53,30652.88,1659.21,417266.62
2016-12-18,2016,conventional,Plains,1.06,1.06,1426470.94,581861.96,428227.02,3271.57,377226.69,30112.48,5771.22,413110.39
2016-12-11,2016,conventional,Plains,1.08,1.08,1468901.87,724148.87,330240.87,3599.85,382366.52,24588.8,3956.96,410912.28
2016-12-04,2016,conventional,Plains,1.09,1.09,1676509.02,946350.29,349760.6,3190.05,325851.34,43201.73,8155.01,377208.08
2016-12-25,2016,conventional,Portland,0.94,0.94,525930.72,104032.21,135602.68,13342.22,272606.5,44.46,302.65,272953.61
2016-12-18,2016,conventional,Portland,0.93,0.93,522499.15,103822.87,135172.07,11774.35,270658.02,907.04,164.8,271729.86
2016-12-11,2016,conventional,Portland,0.7,0.7,923022.14,97136.34,256730.42,11762.18,554442.99,1653.04,1297.17,557393.2
2016-12-04,2016,conventional,Portland,1.0,1.0,594246.5,109778.14,143749.16,11803.23,325918.13,2557.73,440.11,328915.97
2016-12-25,2016,conventional,RaleighGreensboro,1.25,1.24,208041.0,57636.61,63983.54,6997.22,76469.05,2793.47,161.11,79423.63
2016-12-18,2016,conventional,RaleighGreensboro,1.27,1.26,197054.39,60411.01,60081.51,8199.68,66189.15,2173.04,0.0,68362.19
2016-12-11,2016,conventional,RaleighGreensboro,1.25,1.24,215138.05,77872.1,51720.67,8646.12,75275.83,1623.33,0.0,76899.16
2016-12-04,2016,conventional,RaleighGreensboro,1.32,1.31,216077.75,80765.25,51555.26,8087.24,71739.23,3930.77,0.0,75670.0
