Date,Year,Type,Region,SeasonallyAdjusted_AveragePrice,AveragePrice,Total Volume,Small Hass,Large Hass,XL Hass,Small Bags,Large Bags,XLarge Bags,Total Bags
2017-12-17,2017,organic,California,1.76,1.75,126089.01,24044.07,55284.97,0.0,46698.32,61.65,0.0,46759.97
2017-12-10,2017,organic,California,1.9,1.89,125853.18,31270.64,46280.63,0.0,48263.46,38.45,0.0,48301.91
2017-12-03,2017,organic,California,1.82,1.81,125973.2,23983.71,47847.46,0.0,54089.5,52.53,0.0,54142.03
2017-11-26,2017,conventional,California,1.31,1.3,4392810.0,1734281.0,1354966.0,121946.0,1093008.0,27254.0,61354.0,1181616.0
2017-11-19,2017,conventional,California,1.27,1.26,4782021.0,1879513.0,1360694.0,107055.0,1328429.0,47615.0,58715.0,1434759.0
2017-11-12,2017,conventional,California,1.16,1.15,5637795.0,2309785.0,1882561.0,108415.0,1248089.0,30662.0,58284.0,1337035.0
2017-11-05,2017,conventional,California,1.16,1.15,5663438.53,2148627.4,2224529.18,108333.63,1105519.8,20488.19,55940.33,1181948.32
2017-11-26,2017,organic,California,2.01,2.0,115472.08,23310.44,47380.19,0.0,44756.79,24.66,0.0,44781.45
2017-11-19,2017,organic,California,1.99,1.98,122170.14,25968.52,47146.26,0.0,49022.35,33.01,0.0,49055.36
2017-11-12,2017,organic,California,2.0,1.99,122017.93,29124.07,43952.88,1.59,48885.5,53.89,0.0,48939.39
2017-11-05,2017,organic,California,1.77,1.76,145735.09,27876.4,67331.86,0.0,50478.71,48.12,0.0,50526.83
2017-10-29,2017,conventional,California,1.21,1.2,5714676.89,1981731.12,2384845.53,125816.68,1165130.71,22762.03,34390.82,1222283.56
2017-10-22,2017,conventional,California,1.55,1.53,4420877.4,1604916.52,1779177.98,123891.36,856748.54,21482.38,34660.62,912891.54
2017-10-15,2017,conventional,California,1.7,1.68,4066640.98,1348029.41,1699672.65,137027.4,822315.27,22733.62,36862.63,881911.52
2017-10-08,2017,conventional,California,1.76,1.74,4151444.41,1377101.0,1829530.74,138380.27,747128.46,25531.54,33772.4,806432.4
2017-10-01,2017,conventional,California,1.79,1.77,3870633.16,1288266.68,1608863.15,120405.29,794746.4,25612.08,32739.56,853098.04
2017-10-29,2017,organic,California,2.03,2.01,129602.47,29243.35,48086.52,0.0,52247.85,24.75,0.0,52272.6
2017-10-22,2017,organic,California,2.02,2.0,132184.44,27492.71,48684.87,0.0,55961.39,45.47,0.0,56006.86
2017-10-15,2017,organic,California,2.12,2.1,115255.48,25513.54,44390.25,0.0,45271.06,80.63,0.0,45351.69
2017-10-08,2017,organic,California,2.19,2.17,124505.87,26222.41,53539.49,0.0,44692.13,51.84,0.0,44743.97
2017-10-01,2017,organic,California,2.1,2.08,132771.77,31036.76,59948.6,0.0,41755.45,30.96,0.0,41786.41
2017-09-24,2017,conventional,California,1.74,1.74,3937000.67,1383479.62,1575761.37,119703.21,801572.79,24211.83,32271.85,858056.47
2017-09-17,2017,conventional,California,1.72,1.72,4167531.38,1571529.56,1556655.98,128019.39,860705.01,18473.03,32148.41,911326.45
2017-09-10,2017,conventional,California,1.71,1.71,4380657.13,1677368.14,1599511.35,141899.49,904618.47,19579.65,37680.03,961878.15
2017-09-03,2017,conventional,California,1.65,1.65,4648718.22,1856634.4,1720930.65,168178.12,839519.87,21358.39,42096.79,902975.05
2017-09-24,2017,organic,California,2.05,2.05,138458.82,34599.22,63107.77,1.57,40700.41,49.85,0.0,40750.26
2017-09-17,2017,organic,California,2.18,2.18,152064.59,48806.34,66114.77,0.0,37121.28,22.2,0.0,37143.48
2017-09-10,2017,organic,California,2.2,2.2,140337.35,40795.15,62854.16,0.0,36679.32,8.72,0.0,36688.04
2017-09-03,2017,organic,California,2.09,2.09,142391.81,33578.96,64298.99,0.0,44484.97,28.89,0.0,44513.86
2017-08-27,2017,conventional,California,1.76,1.78,4360013.67,1889886.87,1420373.34,157338.07,830646.31,19482.22,42286.86,892415.39
2017-08-20,2017,conventional,California,1.62,1.64,4524974.68,1995269.12,1293180.21,165218.13,986592.65,33841.83,50872.74,1071307.22
2017-08-13,2017,conventional,California,1.25,1.26,5862368.39,2346710.99,2079376.28,190313.03,1160556.19,32819.18,52592.72,1245968.09
2017-08-06,2017,conventional,California,1.34,1.36,5655955.05,2313742.61,1892140.35,159763.39,1201486.97,30452.62,58369.11,1290308.7
2017-08-27,2017,organic,California,2.51,2.54,121293.43,31149.69,48281.23,0.0,41815.14,47.37,0.0,41862.51
2017-08-20,2017,organic,California,2.34,2.37,140365.99,28993.37,44771.32,1.57,66546.4,53.33,0.0,66599.73
2017-08-13,2017,organic,California,2.18,2.21,139016.53,27834.92,44902.56,0.0,66110.1,168.95,0.0,66279.05
2017-08-06,2017,organic,California,2.15,2.18,118098.82,18668.32,42686.77,0.0,55680.44,1063.29,0.0,56743.73
2017-07-30,2017,conventional,California,1.36,1.38,5571000.96,2179199.68,2206571.02,152942.18,948516.41,28336.99,55434.68,1032288.08
2017-07-23,2017,conventional,California,1.44,1.46,5188483.1,2201004.96,1738865.16,151424.79,1018813.29,20424.08,57950.82,1097188.19
2017-07-16,2017,conventional,California,1.47,1.49,5405190.35,2319570.09,1821613.01,178446.19,1007608.04,22434.17,55518.85,1085561.06
2017-07-09,2017,conventional,California,1.26,1.28,6499668.48,2634902.26,1818682.87,207945.39,1767976.83,5214.88,64946.25,1838137.96
2017-07-02,2017,conventional,California,1.26,1.28,6607292.61,2527123.67,1942683.02,224121.48,1844798.2,4337.49,64228.75,1913364.44
2017-07-30,2017,organic,California,2.11,2.14,113903.29,15243.52,40785.21,0.0,57767.34,107.22,0.0,57874.56
2017-07-23,2017,organic,California,2.14,2.17,128480.81,20884.31,52053.33,4.67,55471.46,67.04,0.0,55538.5
2017-07-16,2017,organic,California,2.11,2.14,127255.55,18861.09,52718.44,9.36,55588.67,77.99,0.0,55666.66
2017-07-09,2017,organic,California,1.59,1.62,169101.22,18593.36,54586.32,4.68,95826.72,90.14,0.0,95916.86
2017-07-02,2017,organic,California,1.7,1.73,163970.9,20969.94,58901.69,9.35,83873.31,216.61,0.0,84089.92
2017-06-25,2017,conventional,California,1.14,1.15,6999255.87,2706875.38,1977949.64,191069.11,2061235.1,5202.82,56923.82,2123361.74
2017-06-18,2017,conventional,California,1.18,1.2,6599048.85,2691571.96,1650089.15,191313.38,1989158.83,5912.72,71002.81,2066074.36
2017-06-11,2017,conventional,California,1.2,1.22,6177216.24,2302944.62,1517908.04,188258.15,2095827.24,5598.97,66679.22,2168105.43
2017-06-04,2017,conventional,California,1.18,1.2,6507093.57,2378539.46,1580024.38,141320.44,2348867.54,4428.25,53913.5,2407209.29
2017-06-25,2017,organic,California,1.64,1.66,167931.62,23367.89,53252.13,0.0,89270.67,2040.93,0.0,91311.6
2017-06-18,2017,organic,California,1.76,1.78,181725.85,32417.62,60616.15,0.0,82117.33,6574.75,0.0,88692.08
2017-06-11,2017,organic,California,1.77,1.79,179141.21,32283.4,64309.03,6.18,82388.73,153.87,0.0,82542.6
2017-06-04,2017,organic,California,1.62,1.64,206419.24,31578.61,80018.8,12.42,94661.56,147.85,0.0,94809.41
2017-05-28,2017,conventional,California,1.32,1.32,6160751.92,2307940.04,1793496.44,153502.24,1829396.11,3223.85,73193.24,1905813.2
2017-05-21,2017,conventional,California,1.35,1.35,5599003.03,2077113.57,1627754.26,137755.31,1685046.63,3942.61,67390.65,1756379.89
2017-05-14,2017,conventional,California,1.17,1.17,6370622.3,2375685.35,1570244.89,134825.51,2216400.16,4798.87,68667.52,2289866.55
2017-05-07,2017,conventional,California,1.08,1.08,7872203.23,2851510.24,2470795.47,150595.46,2314634.27,3601.53,81066.26,2399302.06
2017-05-28,2017,organic,California,1.76,1.76,197588.64,31705.67,68967.28,12.52,96713.71,189.46,0.0,96903.17
2017-05-21,2017,organic,California,1.78,1.78,183083.69,28908.03,67866.42,7.8,86037.36,264.08,0.0,86301.44
2017-05-14,2017,organic,California,1.76,1.76,167406.47,29347.26,61178.45,7.82,75429.92,1443.02,0.0,76872.94
2017-05-07,2017,organic,California,1.59,1.59,211442.68,27955.44,80576.31,1.61,102120.45,788.87,0.0,102909.32
2017-04-30,2017,conventional,California,1.25,1.25,5889669.2,2197824.46,1689225.61,157508.63,1770413.98,2532.7,72163.82,1845110.5
2017-04-23,2017,conventional,California,1.26,1.26,5637299.78,2027854.71,1521895.03,162006.91,1849562.53,6322.77,69657.83,1925543.13
2017-04-16,2017,conventional,California,1.34,1.34,5442086.44,2047142.24,1572972.43,163002.25,1585488.4,1756.03,71725.09,1658969.52
2017-04-09,2017,conventional,California,1.13,1.13,6249182.98,1926187.79,2128867.47,161909.09,1957058.55,13132.9,62027.18,2032218.63
2017-04-02,2017,conventional,California,1.22,1.22,5719811.06,1856672.56,1580307.3,150682.37,2059479.45,16199.12,56470.26,2132148.83
2017-04-30,2017,organic,California,1.61,1.61,199903.62,29040.03,67606.93,7.79,99212.47,4036.4,0.0,103248.87
2017-04-23,2017,organic,California,1.6,1.6,197179.76,28028.44,69003.58,4.7,86815.31,13327.73,0.0,100143.04
2017-04-16,2017,organic,California,1.67,1.67,194263.4,28602.39,68759.01,7.85,87693.86,9200.29,0.0,96894.15
2017-04-09,2017,organic,California,1.63,1.63,186112.1,30319.27,66541.46,7.86,82024.66,7218.85,0.0,89243.51
2017-04-02,2017,organic,California,1.64,1.64,191988.18,31381.85,69457.56,17.3,87215.5,3915.97,0.0,91131.47
2017-03-26,2017,conventional,California,1.33,1.33,5073070.91,1693588.76,1542979.33,138133.01,1629800.46,1991.84,66577.51,1698369.81
2017-03-19,2017,conventional,California,1.31,1.31,5328958.01,1857645.04,1555271.43,143586.99,1709046.29,5147.16,58261.1,1772454.55
2017-03-12,2017,conventional,California,1.31,1.31,5208101.86,1871004.41,1577127.23,156629.51,1528139.92,7223.59,67977.2,1603340.71
2017-03-05,2017,conventional,California,1.15,1.15,5634150.07,1961188.27,1720072.57,161251.98,1727384.52,9179.36,55073.37,1791637.25
2017-03-26,2017,organic,California,1.7,1.7,194052.77,34618.57,71542.71,7.86,84717.09,3166.54,0.0,87883.63
2017-03-19,2017,organic,California,1.57,1.57,209591.02,25435.01,81224.16,39.25,81019.63,21872.97,0.0,102892.6
2017-03-12,2017,organic,California,1.53,1.53,210400.75,26372.8,73288.71,9.46,96032.09,14697.69,0.0,110729.78
2017-03-05,2017,organic,California,1.45,1.45,220712.33,28613.88,65742.41,6.34,89588.54,36761.16,0.0,126349.7
2017-02-26,2017,conventional,California,0.96,0.95,6342089.92,2193499.5,2038284.77,155642.35,1870562.62,42309.14,41791.54,1954663.3
2017-02-19,2017,conventional,California,0.96,0.95,6194368.66,1999799.14,2098407.09,177817.01,1728825.22,145454.71,44065.49,1918345.42
2017-02-12,2017,conventional,California,0.8,0.79,6862176.64,2429385.13,1870884.97,158534.53,2247565.14,101368.24,54438.63,2403372.01
2017-02-05,2017,conventional,California,0.68,0.67,11213596.29,3986429.59,3550403.07,214137.93,3403581.49,7838.83,51205.38,3462625.7
2017-02-26,2017,organic,California,1.35,1.34,215699.08,26443.61,69371.98,3.16,102260.68,17619.65,0.0,119880.33
2017-02-19,2017,organic,California,1.51,1.5,183797.3,27932.48,71026.47,3.16,83854.04,981.15,0.0,84835.19
2017-02-12,2017,organic,California,1.55,1.54,151754.58,27367.52,55812.63,20.18,66789.82,1764.43,0.0,68554.25
2017-02-05,2017,organic,California,1.37,1.36,169739.8,37220.31,82017.4,9.46,49406.12,1086.51,0.0,50492.63
2017-01-29,2017,conventional,California,0.77,0.76,8055482.07,3009291.31,2295856.21,148335.97,2504421.68,48343.02,49233.88,2601998.58
2017-01-22,2017,conventional,California,0.77,0.76,8153340.48,3089603.62,2659661.41,106559.24,2207074.93,61563.24,28878.04,2297516.21
2017-01-15,2017,conventional,California,0.94,0.93,6656554.36,2075029.62,2450277.12,95137.62,1910596.03,99912.91,25601.06,2036110.0
2017-01-08,2017,conventional,California,1.02,1.0,6653048.21,1988635.39,2569566.25,109029.01,1807926.97,144375.5,33515.09,1985817.56
2017-01-01,2017,conventional,California,0.9,0.89,7175276.66,2266313.37,2877688.31,90899.53,1762033.74,151333.95,27007.76,1940375.45
2017-01-29,2017,organic,California,1.46,1.44,165225.54,30958.58,65973.06,23.2,52928.72,15341.98,0.0,68270.7
2017-01-22,2017,organic,California,1.55,1.53,136422.97,28034.89,54342.56,6.18,49913.43,4125.91,0.0,54039.34
2017-01-15,2017,organic,California,1.69,1.66,142739.21,27811.48,58090.25,3.08,55364.11,1470.29,0.0,56834.4
2017-01-08,2017,organic,California,1.52,1.5,177777.4,33563.39,69671.75,4.62,69842.47,4695.17,0.0,74537.64
2017-01-01,2017,organic,California,1.48,1.46,164137.04,31267.65,65430.27,6.16,50963.98,16468.98,0.0,67432.96
